"","Text"
"595","BASH: Carly Fiorina, the first female CEO of a Fortune 50 company, argues, if the government requires paid leave, it will force small businesses to, quote, ""hire fewer people and create fewer jobs."" What do you say not only to Carly Fiorina, but also a small-business owner out there who says, you know, I like this idea, but I just can't afford it?</p><p>"
"596","CLINTON: Well, I'm surprised she says that, because California has had a paid leave program for a number of years. And it's...</p><p>"
"597","BASH: It's on the federal level. </p><p>"
"598","CLINTON: Well, but all -- well, on a state level, a state as big as many countries in the world. And it has not had the ill effects that the Republicans are always saying it will have. And I think this is -- this is typical Republican scare tactics. We can design a system and pay for it that does not put the burden on small businesses. </p><p>I remember as a young mother, you know, having a baby wake up who was sick and I'm supposed to be in court, because I was practicing law. I know what it's like. And I think we need to recognize the incredible challenges that so many parents face, particularly working moms. </p><p>I see my good friend, Senator Gillibrand, in the front row. She's been a champion of this. We need to get a consensus through this campaign, which is why I'm talking about it everywhere I go, and we need to join the rest of the advanced world in having it. </p><p>"
"599","BASH: But Secretary -- Secretary Clinton, even many people who agree with you might say, look, this is very hard to do, especially in today's day and age. There are so many people who say, ""Really? Another government program? Is that what you're proposing? And at the expense of taxpayer money?"" </p><p>"
"600","CLINTON: Well, look, you know, when people say that -- it's always the Republicans or their sympathizers who say, ""You can't have paid leave, you can't provide health care."" They don't mind having big government to interfere with a woman's right to choose and to try to take down Planned Parenthood. They're fine with big government when it comes to that. I'm sick of it. </p><p>(APPLAUSE)</p><p>You know, we can do these things. </p><p>(APPLAUSE)</p><p>We should not be paralyzed -- we should not be paralyzed by the Republicans and their constant refrain, ""big government this, big government that,"" that except for what they want to impose on the American people. I know we can afford it, because we're going to make the wealthy pay for it. That is the way to get it done. </p><p>"
"601","COOPER: Thank you. Senator Sanders?</p><p>"
"602","SANDERS: Yeah, Dana, here's the point: Every other major country on Earth, every one, including some small countries, say that when a mother has a baby, she should stay home with that baby. We are the only major country. That is an international embarrassment that we do not provide family -- paid family and medical leave. </p><p>(APPLAUSE) </p><p>Second of all, the secretary is right. Republicans tell us we can't do anything except give tax breaks to billionaires and cut Social Security, Medicare, and Medicaid. That's not what the American people want. </p><p>"
"603","COOPER: Governor O'Malley?</p><p>O'"
"604","MALLEY: Anderson, in our state, we actually expanded family leave. And I have to agree with Secretary Clinton and Senator Sanders. Look, the genius of our nation is that we find ways in every generation to include more of our people more fully in the economic life of our country, and we need to do that for our families, and especially so that women aren't penalized in having to drop out of the workforce. My wife, Katie, is here with our four kids. And, man, that was a juggle when we had little kids and -- and keeping jobs and moving forwards. We would be a stronger nation economically if we had paid family leave. </p><p>"
"605","COOPER: Governor, thank you. The issue now, particularly in this state, is recreational marijuana. I want to go to Juan Carlos Lopez. </p><p>"
"606","LOPEZ: Thank you, Anderson. </p><p>Senator Sanders, right here in Nevada, there will be a measure to legalize recreational marijuana on the 2016 ballot. You've said you smoked marijuana twice; it didn't quite work for you. If you were a Nevada resident, how would you vote? </p><p>"
"607","SANDERS: I suspect I would vote yes. </p><p>(APPLAUSE) </p><p>And I would vote yes because I am seeing in this country too many lives being destroyed for non-violent offenses. We have a criminal justice system that lets CEOs on Wall Street walk away, and yet we are imprisoning or giving jail sentences to young people who are smoking marijuana. I think we have to think through this war on drugs...</p><p>(APPLAUSE)</p><p>"
"608","SANDERS: ...which has done an enormous amount of damage. We need to rethink our criminal justice system, we we've got a lot of work to do in that area.</p><p>O'"
"609","MALLEY: Juan Carlos?</p><p>(APPLAUSE)</p><p>"
"610","LOPEZ: Secretary Clinton, you told Christiane Amanpour you didn't smoke pot when you were young, and you're not going to start now.</p><p>(LAUGHTER)</p><p>"
"611","LOPEZ: When asked about legalizing recreational marijuana, you told her let's wait and see how it plays out in Colorado and Washington. It's been more than a year since you've said that. Are you ready to take a position tonight?</p><p>"
"612","CLINTON: No. I think that we have the opportunity through the states that are pursuing recreational marijuana to find out a lot more than we know today. I do support the use of medical marijuana, and I think even there we need to do a lot more research so that we know exactly how we're going to help people for whom medical marijuana provides relief.</p><p>So, I think we're just at the beginning, but I agree completely with the idea that we have got to stop imprisoning people who use marijuana. Therefore, we need more states, cities, and the federal government to begin to address this so that we don't have this terrible result that Senator Sanders was talking about where we have a huge population in our prisons for nonviolent, low-level offenses that are primarily due to marijuana.</p><p>"
